,q,I
0,0.00220815002197398,11.231945991516112
1,0.0056460769035105,9.282536506652832
2,0.009084003771049112,8.96066379547119
3,0.012521930616066417,11.314855575561523
4,0.015959857430039012,11.492352485656738
5,0.01939778420444349,12.00991153717041
6,0.022835710930756464,11.312507629394531
7,0.02627363760045452,10.409833908081055
8,0.02971156420501425,11.32526969909668
9,0.03314949073591227,12.00413417816162
10,0.03658741718462519,13.107094764709473
11,0.04002534354262956,13.807881355285645
12,0.043463269801402034,12.262225151062012
13,0.04690119595241917,10.5883731842041
14,0.0503391219871576,10.249730110168455
15,0.053777047897093914,10.416776657104492
16,0.0572149736737047,10.337357521057127
17,0.06065289930846658,11.767334938049316
18,0.06409082479285613,15.964037895202637
19,0.06752875011835,24.039991378784176
20,0.07096667527642472,25.658647537231445
21,0.07440460025855694,30.127471923828125
22,0.07784252505622324,35.802371978759766
23,0.08128044966090027,32.56593322753906
24,0.08471837406406461,32.33839797973633
25,0.08815629825719283,33.251888275146484
26,0.09159422223176157,32.022911071777344
27,0.09503214597924745,31.172761917114254
28,0.09847006949112701,33.658599853515625
29,0.10190799275887688,36.07458114624024
30,0.10534591577397374,35.39545059204101
31,0.10878383852789413,38.81642532348633
32,0.11222176101211467,43.88436508178711
33,0.11565968321811196,45.3341178894043
34,0.11909760513736264,46.65731430053711
35,0.12253552676134329,48.54265975952149
36,0.12597344808153055,47.99373245239258
37,0.129411369089401,46.481494903564446
38,0.1328492897764313,49.18731689453125
39,0.13628721013409803,50.503032684326165
40,0.13972513015387775,49.20683288574219
41,0.14316304982724715,50.914432525634766
42,0.14660096914568285,50.71326446533203
43,0.15003888810066146,50.48552322387695
44,0.15347680668365957,50.400203704833984
45,0.15691472488615377,51.80544662475586
46,0.1603526426996208,53.858352661132805
47,0.16379056011553716,53.9103889465332
48,0.16722847712537947,54.13095474243164
49,0.1706663937206245,55.7448844909668
50,0.17410430989274872,54.918994903564446
51,0.17754222563322877,55.23978042602539
52,0.18098014093354137,55.91385269165039
53,0.18441805578516307,55.94747161865234
54,0.18785597017957048,58.57390594482422
55,0.19129388410824036,59.39756774902344
56,0.1947317975626492,59.78201675415039
57,0.1981697105342736,59.464458465576165
58,0.20160762301459037,60.056060791015625
59,0.205045534995076,61.255985260009766
60,0.20848344646720715,62.04998397827149
61,0.21192135742246057,63.11657714843751
62,0.2153592678523127,63.88348007202149
63,0.21879717774824037,63.087886810302734
64,0.22223508710172005,64.2182388305664
65,0.22567299590422848,65.77685546875
66,0.2291109041472424,67.03463745117188
67,0.2325488118222382,66.92857360839844
68,0.23598671892069276,67.68650817871094
69,0.2394246254340826,67.97579193115233
70,0.2428625313538844,68.2176284790039
71,0.2463004366715749,68.93151092529297
72,0.24973834137863052,70.73484802246094
73,0.25317624546652817,71.72357177734375
74,0.25661414892674433,71.16873931884766
75,0.26005205175075574,71.59780883789062
76,0.2634899539300391,72.11386108398438
77,0.2669278554560709,71.58870697021484
78,0.27036575632032805,71.94441986083984
79,0.273803656514287,72.90071868896483
80,0.27724155602942446,72.60741424560547
81,0.2806794548572172,73.19942474365233
82,0.2841173529891418,75.0598907470703
83,0.2875552504166749,75.25754547119139
84,0.2909931471312932,75.30695343017578
85,0.29443104312447343,75.83099365234375
86,0.2978689383876922,74.9022445678711
87,0.3013068329124261,75.36717224121092
88,0.30474472669015207,77.25943756103516
89,0.3081826197123466,78.73050689697266
90,0.31162051197048646,77.94511413574217
91,0.3150584034560482,76.97336578369139
92,0.3184962941605086,77.20653533935545
93,0.3219341840753444,77.83293151855469
94,0.3253720731920322,78.09215545654298
95,0.32880996150204866,77.64063262939453
96,0.33224784899687054,78.2965316772461
97,0.3356857356679745,78.62205505371092
98,0.33912362150683734,81.05339813232422
99,0.34256150650493566,81.63011932373047
100,0.34599939065374624,82.92160797119139
101,0.34943727394474566,85.55021667480467
102,0.3528751563694108,88.70664215087889
103,0.3563130379192182,92.36803436279295
104,0.3597509185856447,97.11176300048828
105,0.3631887983601668,102.2637939453125
106,0.3666266772342615,108.9444580078125
107,0.3700645551994055,116.70448303222656
108,0.37350243224707513,124.36325073242188
109,0.37694030836874753,134.73870849609375
110,0.3803781835558993,146.4839324951172
111,0.3838160578000071,156.2146759033203
112,0.3872539310925476,166.50588989257812
113,0.39069180342499776,176.1168212890625
114,0.39412967478883426,184.1585998535156
115,0.3975675451755336,188.02528381347656
116,0.4010054145765728,189.58697509765625
117,0.40444328298342846,187.53237915039065
118,0.4078811503875773,180.97206115722656
119,0.41131901678049615,172.01358032226562
120,0.41475688215366174,159.93934631347656
121,0.4181947464985509,148.31948852539062
122,0.4216326098066401,137.5482940673828
123,0.4250704720694064,127.11327362060545
124,0.4285083332783263,118.2821578979492
125,0.4319461934248768,110.43109893798828
126,0.4353840525005346,104.86547088623045
127,0.4388219104967764,100.3003921508789
128,0.4422597674050789,95.06936645507811
129,0.44569762321691914,92.61009979248048
130,0.4491354779237737,91.46044158935545
131,0.45257333151711937,89.05755615234375
132,0.4560111839884328,87.68394470214844
133,0.4594490353291911,86.57189178466797
134,0.4628868855308708,85.7016372680664
135,0.4663247345849487,84.86651611328125
136,0.46976258248290176,84.14833068847656
137,0.4732004292162068,83.5330581665039
138,0.4766382747763401,83.35293579101561
139,0.4800761191547792,83.1366195678711
140,0.4835139623430004,83.13760375976561
141,0.4869518043324806,82.29029846191406
142,0.49038964511469674,81.24868774414062
143,0.49382748468112553,81.16401672363281
144,0.4972653230232438,81.00540924072266
145,0.5007031601325284,80.82388305664062
146,0.504140996000456,81.41748809814453
